id,card_brand,card_type,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,pin_age,expire_year,account_age,multi_card_client,limit_category
3084,Amex,Credit,yes,1,17700,05/2011,2013,no,13,2020,6,no,premium
13,Mastercard,Credit,yes,1,14600,01/2000,2012,no,14,2021,5,no,premium
4735,Visa,Credit,yes,2,10700,09/2009,2011,no,15,2024,2,yes,premium
2633,Mastercard,Debit (Prepaid),yes,1,89,04/2010,2010,no,16,2023,3,no,low
4173,Mastercard,Debit,yes,3,11398,08/2006,2013,no,13,2006,20,yes,premium
5925,Mastercard,Credit,yes,2,8200,12/2008,2010,no,16,2023,3,yes,high
4240,Mastercard,Credit,yes,1,6100,08/2008,2008,no,18,2021,5,no,high
3514,Mastercard,Debit,yes,1,15820,06/2011,2011,no,15,2024,2,no,premium
1480,Mastercard,Debit,yes,2,9774,02/2020,2020,no,6,2023,3,yes,high
3136,Visa,Debit,yes,1,22833,05/2013,2013,no,13,2023,3,no,premium
755,Visa,Debit,yes,1,48502,01/2020,2020,no,6,2022,4,no,premium
2787,Visa,Debit,yes,2,34888,04/2019,2019,no,7,2022,4,yes,premium
4435,Visa,Debit,no,1,29503,08/2014,2014,no,12,2019,7,no,premium
378,Mastercard,Debit,yes,2,19570,01/2019,2019,no,7,2021,5,yes,premium
3189,Mastercard,Debit,yes,1,22297,05/2017,2017,no,9,2023,3,no,premium
3595,Visa,Debit,yes,1,20031,06/2015,2015,no,11,2023,3,no,premium
1481,Mastercard,Debit,yes,2,30323,02/2020,2020,no,6,2020,6,yes,premium
390,Amex,Credit,yes,1,19000,01/2020,2020,no,6,2024,2,no,premium
4065,Mastercard,Debit,yes,1,18162,07/2018,2018,no,8,2020,6,no,premium
756,Visa,Debit (Prepaid),yes,1,54,01/2020,2020,no,6,2020,6,no,low
1482,Mastercard,Credit,yes,1,8700,02/2020,2020,no,6,2022,4,no,high
452,Mastercard,Debit,yes,1,14295,01/2020,2020,no,6,2021,5,no,premium
5743,Visa,Debit,no,1,17620,11/2019,2019,no,7,2024,2,no,premium
344,Mastercard,Debit,yes,2,17201,01/2015,2015,no,11,2020,6,yes,premium
423,Discover,Credit,yes,1,8300,01/2020,2020,no,6,2021,5,no,high
5542,Visa,Debit,yes,2,17853,11/2008,2011,no,15,2023,3,yes,premium
2777,Mastercard,Debit,yes,1,10794,04/2018,2018,no,8,2024,2,no,premium
5598,Mastercard,Debit,yes,1,15832,11/2010,2011,no,15,2019,7,no,premium
3759,Mastercard,Debit (Prepaid),yes,1,26,07/2006,2019,no,7,2006,20,no,low
5483,Mastercard,Credit,yes,2,16300,11/2007,2009,no,17,2013,13,yes,premium
453,Mastercard,Debit,yes,2,14836,01/2020,2020,no,6,2024,2,yes,premium
454,Mastercard,Debit,yes,2,13972,01/2020,2020,no,6,2024,2,yes,premium
3564,Mastercard,Debit,yes,1,33103,06/2013,2013,no,13,2024,2,no,premium
4241,Mastercard,Debit,yes,1,20847,08/2008,2010,no,16,2023,3,no,premium
5268,Mastercard,Debit,yes,1,31807,10/2013,2013,no,13,2013,13,no,premium
1006,Visa,Credit,yes,1,16100,02/2002,2014,no,12,2024,2,no,premium
2825,Mastercard,Debit,yes,1,28894,05/2002,2011,no,15,2021,5,no,premium
1007,Visa,Debit (Prepaid),yes,1,61,02/2002,2009,no,17,2002,24,no,low
4792,Visa,Credit,yes,1,12500,09/2010,2012,no,14,2023,3,no,premium
2599,Mastercard,Debit,yes,2,15409,04/2009,2010,no,16,2023,3,yes,premium
4984,Mastercard,Credit,yes,1,5300,10/2003,2012,no,14,2023,3,no,high
2895,Mastercard,Debit,yes,1,13469,05/2006,2009,no,17,2016,10,no,premium
455,Mastercard,Debit,yes,1,16524,01/2020,2020,no,6,2020,6,no,premium
456,Mastercard,Debit,no,1,29526,01/2020,2020,no,6,2020,6,no,premium
1483,Mastercard,Debit,yes,1,16407,02/2020,2020,no,6,2023,3,no,premium
3378,Mastercard,Debit (Prepaid),yes,2,61,06/2008,2015,no,11,2023,3,yes,low
5146,Mastercard,Debit,yes,2,40628,10/2009,2014,no,12,2020,6,yes,premium
2559,Mastercard,Debit,yes,2,24980,04/2008,2014,no,12,2010,16,yes,premium
1484,Mastercard,Debit,yes,1,10290,02/2020,2020,no,6,2020,6,no,premium
5328,Mastercard,Debit (Prepaid),yes,1,84,10/2018,2018,no,8,2023,3,no,low
2154,Visa,Debit,yes,1,13725,03/2007,2014,no,12,2018,8,no,premium
4686,Visa,Debit,yes,2,8278,09/2008,2010,no,16,2024,2,yes,high
3440,Visa,Debit,yes,2,13514,06/2009,2018,no,8,2020,6,yes,premium
2674,Mastercard,Credit,yes,1,3800,04/2011,2011,no,15,2024,2,no,medium
2478,Mastercard,Debit,yes,2,15119,04/2005,2011,no,15,2024,2,yes,premium
457,Mastercard,Debit (Prepaid),yes,1,81,01/2020,2020,no,6,2021,5,no,low
458,Mastercard,Debit,yes,1,34183,01/2020,2020,no,6,2020,6,no,premium
757,Visa,Credit,yes,1,22200,01/2020,2020,no,6,2022,4,no,premium
1485,Mastercard,Debit,yes,1,15117,02/2020,2020,no,6,2022,4,no,premium
3491,Visa,Debit (Prepaid),yes,2,81,06/2010,2010,no,16,2020,6,yes,low
3249,Mastercard,Debit,yes,2,1543,06/2003,2009,no,17,2023,3,yes,medium
459,Mastercard,Debit,yes,1,22821,01/2020,2020,no,6,2024,2,no,premium
1780,Visa,Credit,yes,1,13200,02/2020,2020,no,6,2023,3,no,premium
460,Mastercard,Debit,yes,1,16330,01/2020,2020,no,6,2024,2,no,premium
758,Visa,Debit (Prepaid),no,2,39,01/2020,2020,no,6,2020,6,yes,low
5484,Mastercard,Credit,yes,2,6400,11/2007,2011,no,15,2007,19,yes,high
2809,Visa,Credit,yes,1,3500,05/2000,2007,no,19,2000,26,no,medium
6138,Visa,Debit,yes,1,12606,12/2018,2018,no,8,2023,3,no,premium
374,Visa,Debit,yes,1,9921,01/2018,2018,no,8,2023,3,no,high
4225,Visa,Debit (Prepaid),yes,2,96,08/2007,2009,no,17,2022,4,yes,low
1014,Mastercard,Debit,yes,1,18964,02/2003,2009,no,17,2024,2,no,premium
2526,Mastercard,Debit,yes,2,3711,04/2007,2013,no,13,2024,2,yes,medium
1352,Mastercard,Debit,no,1,35279,02/2015,2015,no,11,2023,3,no,premium
5543,Visa,Credit,yes,2,13800,11/2008,2015,no,11,2020,6,yes,premium
3671,Mastercard,Debit,yes,2,24215,07/2002,2007,no,19,2022,4,yes,premium
5503,Visa,Credit,yes,1,19400,11/2007,2010,no,16,2024,2,no,premium
2096,Visa,Debit (Prepaid),yes,2,30,03/2005,2014,no,12,2020,6,yes,low
243,Visa,Debit,yes,2,17208,01/2010,2016,no,10,2024,2,yes,premium
18,Mastercard,Credit,yes,2,18300,01/2001,2011,no,15,2004,22,yes,premium
1336,Mastercard,Debit,yes,1,51012,02/2014,2014,no,12,2021,5,no,premium
189,Amex,Credit,yes,1,15000,01/2009,2011,no,15,2019,7,no,premium
2910,Visa,Credit,yes,1,7600,05/2006,2009,no,17,2018,8,no,high
2081,Mastercard,Debit,yes,2,8052,03/2005,2012,no,14,2023,3,yes,high
2082,Mastercard,Credit,yes,1,8600,03/2005,2007,no,19,2024,2,no,high
5336,Mastercard,Debit,yes,2,20128,10/2019,2019,no,7,2020,6,yes,premium
3831,Amex,Credit,yes,1,9000,07/2008,2013,no,13,2023,3,no,high
5645,Mastercard,Debit (Prepaid),yes,2,91,11/2011,2012,no,14,2020,6,yes,low
958,Amex,Credit,yes,1,6800,02/1996,2009,no,17,2024,2,no,high
3043,Mastercard,Debit (Prepaid),yes,1,93,05/2010,2010,no,16,2011,15,no,low
2319,Visa,Credit,yes,2,9800,03/2013,2013,no,13,2016,10,yes,high
3492,Visa,Credit,yes,2,6700,06/2010,2011,no,15,2021,5,yes,high
108,Visa,Credit,yes,1,9800,01/2006,2015,no,11,2023,3,no,high
3329,Visa,Debit,yes,2,24544,06/2006,2013,no,13,2018,8,yes,premium
2956,Mastercard,Debit,yes,1,22639,05/2008,2010,no,16,2023,3,no,premium
4033,Discover,Credit,yes,1,1100,07/2015,2015,no,11,2023,3,no,medium
2715,Mastercard,Debit (Prepaid),yes,1,86,04/2013,2013,no,13,2016,10,no,low
2655,Visa,Debit,yes,2,2330,04/2010,2011,no,15,2020,6,yes,medium
1781,Visa,Credit,yes,2,5900,02/2020,2020,no,6,2020,6,yes,high
5909,Visa,Debit,yes,2,47372,12/2007,2008,no,18,2020,6,yes,premium
3076,Visa,Debit,no,2,28127,05/2010,2010,no,16,2022,4,yes,premium
4595,Mastercard,Debit (Prepaid),yes,1,28,09/2006,2006,no,20,2010,16,no,low
1782,Visa,Debit,yes,2,62081,02/2020,2020,no,6,2024,2,yes,premium
4806,Amex,Credit,yes,1,5800,09/2011,2011,no,15,2022,4,no,high
3902,Visa,Credit,yes,1,6700,07/2009,2009,no,17,2016,10,no,high
2127,Visa,Credit,yes,1,6700,03/2006,2012,no,14,2015,11,no,high
5807,Mastercard,Debit,yes,2,1424,12/2004,2012,no,14,2022,4,yes,medium
1486,Mastercard,Debit (Prepaid),no,1,58,02/2020,2020,no,6,2024,2,no,low
3785,Visa,Credit,yes,2,19400,07/2006,2008,no,18,2009,17,yes,premium
6020,Visa,Debit,yes,2,4052,12/2010,2013,no,13,2012,14,yes,medium
2468,Visa,Credit,yes,2,9300,04/2004,2010,no,16,2010,16,yes,high
1783,Visa,Credit,yes,1,9600,02/2020,2020,no,6,2022,4,no,high
1487,Mastercard,Debit,yes,1,16923,02/2020,2020,no,6,2020,6,no,premium
461,Mastercard,Credit,yes,1,7700,01/2020,2020,no,6,2020,6,no,high
1488,Mastercard,Debit,yes,2,146,02/2020,2020,no,6,2022,4,yes,low
2997,Mastercard,Debit,no,1,12091,05/2009,2009,no,17,2023,3,no,premium
4596,Mastercard,Debit,yes,2,11157,09/2006,2011,no,15,2006,20,yes,premium
5784,Visa,Credit,yes,2,7100,12/2002,2012,no,14,2010,16,yes,high
4319,Mastercard,Debit,yes,1,7612,08/2010,2011,no,15,2012,14,no,high
1328,Visa,Credit,yes,2,6100,02/2013,2013,no,13,2021,5,yes,high
5941,Visa,Debit,yes,2,27706,12/2008,2008,no,18,2023,3,yes,premium
2173,Mastercard,Debit (Prepaid),no,2,45,03/2008,2009,no,17,2009,17,yes,low
975,Mastercard,Debit,no,2,2046,02/2000,2008,no,18,2021,5,yes,medium
4831,Mastercard,Credit,yes,1,17400,09/2012,2012,no,14,2024,2,no,premium
5926,Mastercard,Debit,yes,1,26231,12/2008,2008,no,18,2020,6,no,premium
3358,Visa,Credit,yes,2,18300,06/2007,2010,no,16,2009,17,yes,premium
3668,Visa,Credit,yes,2,13900,07/2001,2014,no,12,2016,10,yes,premium
3209,Mastercard,Credit,yes,2,17200,06/1999,2013,no,13,2022,4,yes,premium
5058,Visa,Debit,yes,2,14217,10/2006,2012,no,14,2023,3,yes,premium
2527,Mastercard,Debit,yes,2,39533,04/2007,2016,no,10,2024,2,yes,premium
4242,Mastercard,Debit,yes,2,3141,08/2008,2013,no,13,2023,3,yes,medium
2733,Visa,Credit,yes,2,12800,04/2014,2014,no,12,2022,4,yes,premium
4764,Mastercard,Debit,no,1,38342,09/2010,2010,no,16,2020,6,no,premium
462,Mastercard,Credit,yes,1,3000,01/2020,2020,no,6,2020,6,no,medium
1784,Visa,Debit,no,1,16486,02/2020,2020,no,6,2020,6,no,premium
463,Mastercard,Debit,yes,2,28868,01/2020,2020,no,6,2024,2,yes,premium
464,Mastercard,Debit,yes,1,51836,01/2020,2020,no,6,2021,5,no,premium
1785,Visa,Credit,yes,2,8900,02/2020,2020,no,6,2021,5,yes,high
1489,Mastercard,Credit,yes,1,9900,02/2020,2020,no,6,2020,6,no,high
759,Visa,Debit,yes,1,22935,01/2020,2020,no,6,2020,6,no,premium
1786,Visa,Credit,yes,2,7900,02/2020,2020,no,6,2023,3,yes,high
6100,Mastercard,Debit,yes,1,17336,12/2014,2014,no,12,2020,6,no,premium
3981,Visa,Debit,yes,2,20206,07/2011,2011,no,15,2021,5,yes,premium
375,Visa,Credit,yes,2,9900,01/2018,2018,no,8,2023,3,yes,high
295,Mastercard,Debit (Prepaid),no,1,78,01/2012,2012,no,14,2021,5,no,low
5599,Mastercard,Debit,yes,1,17335,11/2010,2010,no,16,2023,3,no,premium
43,Visa,Credit,yes,1,9700,01/2003,2020,no,6,2024,2,no,high
5820,Visa,Debit,no,2,25048,12/2004,2010,no,16,2021,5,yes,premium
2332,Visa,Debit,yes,1,25214,03/2014,2014,no,12,2014,12,no,premium
1490,Mastercard,Debit,yes,1,33580,02/2020,2020,no,6,2023,3,no,premium
2286,Visa,Debit,no,2,1952,03/2011,2011,no,15,2013,13,yes,medium
3882,Mastercard,Debit,yes,1,18491,07/2009,2011,no,15,2023,3,no,premium
4336,Visa,Credit,yes,1,9800,08/2010,2014,no,12,2013,13,no,high
5957,Mastercard,Credit,yes,1,0,12/2009,2010,no,16,2021,5,no,low
267,Mastercard,Debit,yes,1,5857,01/2011,2012,no,14,2023,3,no,high
5094,Visa,Debit,yes,2,10366,10/2007,2014,no,12,2020,6,yes,premium
2469,Visa,Debit,yes,1,10161,04/2004,2008,no,18,2024,2,no,premium
68,Mastercard,Debit,yes,2,9297,01/2005,2012,no,14,2021,5,yes,high
3703,Visa,Debit,yes,1,12434,07/2003,2012,no,14,2021,5,no,premium
5600,Mastercard,Debit,yes,2,29973,11/2010,2010,no,16,2020,6,yes,premium
4886,Visa,Debit,yes,2,25330,09/2015,2015,no,11,2020,6,yes,premium
2512,Visa,Debit,yes,2,52609,04/2006,2010,no,16,2020,6,yes,premium
5867,Visa,Credit,yes,1,25200,12/2006,2016,no,10,2020,6,no,premium
5750,Visa,Debit,yes,1,11832,12/1996,2007,no,19,2022,4,no,premium
2580,Visa,Credit,yes,1,5400,04/2008,2013,no,13,2016,10,no,high
3417,Mastercard,Debit,no,1,3384,06/2009,2009,no,17,2024,2,no,medium
3543,Mastercard,Debit,yes,1,13756,06/2012,2012,no,14,2014,12,no,premium
94,Mastercard,Debit,yes,1,9263,01/2006,2010,no,16,2022,4,no,high
2723,Mastercard,Debit,yes,1,16899,04/2014,2014,no,12,2024,2,no,premium
3278,Visa,Credit,yes,1,5700,06/2004,2012,no,14,2022,4,no,high
2140,Mastercard,Debit (Prepaid),yes,1,46,03/2007,2012,no,14,2021,5,no,low
1491,Mastercard,Credit,yes,2,11400,02/2020,2020,no,6,2024,2,yes,premium
5646,Mastercard,Debit (Prepaid),yes,1,95,11/2011,2011,no,15,2022,4,no,low
1108,Mastercard,Credit,yes,2,10700,02/2007,2015,no,11,2023,3,yes,premium
3508,Amex,Credit,yes,1,8700,06/2011,2011,no,15,2024,2,no,high
3279,Visa,Debit,yes,2,12150,06/2004,2008,no,18,2022,4,yes,premium
3617,Discover,Credit,yes,1,7800,06/2017,2017,no,9,2019,7,no,high
1329,Visa,Debit,no,1,13761,02/2013,2013,no,13,2013,13,no,premium
3946,Visa,Debit,yes,2,45377,07/2010,2011,no,15,2020,6,yes,premium
465,Mastercard,Debit,yes,1,18091,01/2020,2020,no,6,2020,6,no,premium
466,Mastercard,Debit,yes,1,14514,01/2020,2020,no,6,2022,4,no,premium
1492,Mastercard,Credit,yes,1,15900,02/2020,2020,no,6,2022,4,no,premium
760,Visa,Credit,yes,1,13000,01/2020,2020,no,6,2020,6,no,premium
761,Visa,Debit,yes,2,17905,01/2020,2020,no,6,2021,5,yes,premium
5624,Visa,Credit,yes,2,7000,11/2010,2011,no,15,2022,4,yes,high
2656,Visa,Credit,yes,3,7100,04/2010,2010,no,16,2020,6,yes,high
2876,Mastercard,Debit,yes,2,16476,05/2005,2008,no,18,2024,2,yes,premium
5868,Visa,Credit,no,2,7200,12/2006,2011,no,15,2009,17,yes,high
5996,Mastercard,Credit,yes,1,11800,12/2010,2011,no,15,2017,9,no,premium
4320,Mastercard,Debit,yes,2,6832,08/2010,2015,no,11,2018,8,yes,high
4708,Mastercard,Debit,yes,2,6222,09/2009,2009,no,17,2023,3,yes,high
2920,Amex,Credit,yes,1,13300,05/2007,2015,no,11,2024,2,no,premium
5797,Visa,Debit,yes,2,2942,12/2003,2014,no,12,2023,3,yes,medium
3301,Visa,Debit,yes,2,33539,06/2005,2018,no,8,2022,4,yes,premium
1787,Visa,Credit,yes,2,14000,02/2020,2020,no,6,2023,3,yes,premium
762,Visa,Debit,yes,1,20160,01/2020,2020,no,6,2024,2,no,premium
467,Mastercard,Debit,yes,1,35466,01/2020,2020,no,6,2022,4,no,premium
1788,Visa,Debit,yes,2,24677,02/2020,2020,no,6,2020,6,yes,premium
1789,Visa,Debit,yes,1,16520,02/2020,2020,no,6,2020,6,no,premium
5028,Visa,Debit,yes,2,6708,10/2005,2013,no,13,2008,18,yes,high
328,Mastercard,Credit,yes,1,1200,01/2014,2014,no,12,2022,4,no,medium
4374,Visa,Debit,yes,1,10903,08/2011,2011,no,15,2022,4,no,premium
1312,Mastercard,Debit,yes,1,6710,02/2013,2013,no,13,2021,5,no,high
5730,Mastercard,Debit,yes,2,10841,11/2017,2017,no,9,2024,2,yes,premium
763,Visa,Debit (Prepaid),yes,1,40,01/2020,2020,no,6,2024,2,no,low
2957,Mastercard,Debit,yes,2,29340,05/2008,2010,no,16,2023,3,yes,premium
3627,Amex,Credit,yes,2,13600,06/2018,2018,no,8,2020,6,yes,premium
3044,Mastercard,Credit,yes,2,7700,05/2010,2010,no,16,2022,4,yes,high
5401,Mastercard,Debit,yes,1,18803,11/2004,2008,no,18,2021,5,no,premium
3205,Mastercard,Debit,yes,2,28405,06/1998,2008,no,18,2022,4,yes,premium
1269,Mastercard,Debit,yes,1,15521,02/2011,2011,no,15,2011,15,no,premium
20,Visa,Credit,yes,1,3800,01/2001,2003,no,23,2021,5,no,medium
3493,Visa,Credit,yes,2,10900,06/2010,2013,no,13,2022,4,yes,premium
153,Mastercard,Debit,yes,2,1930,01/2008,2015,no,11,2023,3,yes,medium
4422,Discover,Credit,yes,2,13900,08/2014,2014,no,12,2024,2,yes,premium
223,Mastercard,Debit,yes,1,5575,01/2010,2010,no,16,2024,2,no,high
2756,Amex,Credit,no,2,8300,04/2016,2016,no,10,2023,3,yes,high
208,Visa,Debit,yes,1,13009,01/2009,2009,no,17,2020,6,no,premium
468,Mastercard,Debit,yes,2,12029,01/2020,2020,no,6,2024,2,yes,premium
764,Visa,Credit,yes,1,6100,01/2020,2020,no,6,2022,4,no,high
4414,Visa,Debit,yes,1,24123,08/2013,2013,no,13,2022,4,no,premium
1155,Visa,Credit,yes,1,14700,02/2008,2010,no,16,2015,11,no,premium
5869,Visa,Debit (Prepaid),yes,2,12,12/2006,2013,no,13,2020,6,yes,low
4559,Visa,Debit,yes,1,11737,09/2004,2009,no,17,2020,6,no,premium
2005,Visa,Debit,yes,1,14366,03/1997,2008,no,18,2024,2,no,premium
345,Mastercard,Debit,yes,1,17272,01/2015,2015,no,11,2015,11,no,premium
3672,Mastercard,Debit,yes,2,13605,07/2002,2009,no,17,2023,3,yes,premium
3742,Visa,Credit,yes,1,21000,07/2005,2009,no,17,2023,3,no,premium
1493,Mastercard,Debit,yes,2,21470,02/2020,2020,no,6,2024,2,yes,premium
4915,Visa,Debit,yes,1,26850,09/2017,2017,no,9,2017,9,no,premium
1190,Visa,Credit,yes,2,10400,02/2009,2010,no,16,2024,2,yes,premium
5095,Visa,Credit,yes,2,8000,10/2007,2011,no,15,2008,18,yes,high
2409,Visa,Credit,yes,2,13000,04/2000,2010,no,16,2020,6,yes,premium
3760,Mastercard,Debit,yes,1,5840,07/2006,2009,no,17,2020,6,no,high
2174,Mastercard,Debit (Prepaid),yes,2,68,03/2008,2012,no,14,2012,14,yes,low
4756,Amex,Credit,yes,1,16000,09/2010,2016,no,10,2022,4,no,premium
3240,Visa,Debit,no,1,32223,06/2002,2005,no,21,2008,18,no,premium
5189,Mastercard,Debit,yes,2,13323,10/2010,2010,no,16,2022,4,yes,premium
4103,Visa,Debit,yes,2,576,08/2001,2011,no,15,2021,5,yes,low
2547,Visa,Debit,yes,1,25977,04/2007,2009,no,17,2024,2,no,premium
4436,Visa,Debit (Prepaid),yes,1,84,08/2014,2014,no,12,2016,10,no,low
4597,Mastercard,Debit (Prepaid),yes,2,23,09/2006,2010,no,16,2021,5,yes,low
5359,Visa,Credit,no,2,5200,11/1999,2009,no,17,2023,3,yes,high
3311,Mastercard,Debit (Prepaid),yes,2,66,06/2006,2010,no,16,2013,13,yes,low
5040,Amex,Credit,yes,1,1200,10/2006,2009,no,17,2024,2,no,medium
127,Mastercard,Debit,yes,1,20759,01/2007,2009,no,17,2020,6,no,premium
3224,Mastercard,Credit,yes,1,15100,06/2001,2010,no,16,2024,2,no,premium
469,Mastercard,Credit,yes,1,11100,01/2020,2020,no,6,2021,5,no,premium
470,Mastercard,Debit (Prepaid),yes,2,52,01/2020,2020,no,6,2022,4,yes,low
4548,Mastercard,Debit,yes,2,15110,09/2004,2009,no,17,2024,2,yes,premium
4765,Mastercard,Credit,yes,2,10600,09/2010,2014,no,12,2023,3,yes,premium
4583,Visa,Credit,yes,2,8600,09/2005,2011,no,15,2020,6,yes,high
4316,Amex,Credit,yes,2,8400,08/2010,2012,no,14,2020,6,yes,high
3144,Mastercard,Credit,yes,2,11100,05/2014,2014,no,12,2022,4,yes,premium
1139,Mastercard,Credit,yes,1,2800,02/2008,2010,no,16,2021,5,no,medium
6128,Visa,Credit,yes,2,5700,12/2016,2016,no,10,2019,7,yes,high
3241,Visa,Debit,yes,1,12252,06/2002,2010,no,16,2011,15,no,premium
3565,Mastercard,Debit,yes,1,22420,06/2013,2013,no,13,2023,3,no,premium
5029,Visa,Debit,yes,2,3715,10/2005,2009,no,17,2018,8,yes,medium
4298,Visa,Debit (Prepaid),yes,1,67,08/2009,2011,no,15,2021,5,no,low
3819,Visa,Debit,yes,2,26460,07/2007,2017,no,9,2020,6,yes,premium
4736,Visa,Debit,yes,1,12783,09/2009,2015,no,11,2023,3,no,premium
88,Amex,Credit,yes,2,21400,01/2006,2011,no,15,2023,3,yes,premium
3359,Visa,Credit,no,2,13600,06/2007,2007,no,19,2021,5,yes,premium
5269,Mastercard,Debit,no,1,46201,10/2013,2013,no,13,2020,6,no,premium
2657,Visa,Credit,yes,2,7700,04/2010,2010,no,16,2022,4,yes,high
5020,Mastercard,Debit,yes,2,18937,10/2005,2010,no,16,2010,16,yes,premium
3544,Mastercard,Debit,yes,1,14539,06/2012,2012,no,14,2021,5,no,premium
6038,Mastercard,Debit,yes,2,21723,12/2011,2011,no,15,2020,6,yes,premium
1494,Mastercard,Debit,yes,1,16858,02/2020,2020,no,6,2023,3,no,premium
1790,Visa,Debit,no,2,22143,02/2020,2020,no,6,2022,4,yes,premium
1791,Visa,Debit (Prepaid),yes,2,61,02/2020,2020,no,6,2023,3,yes,low
5721,Mastercard,Debit,yes,1,15683,11/2016,2016,no,10,2022,4,no,premium
471,Mastercard,Debit (Prepaid),yes,1,65,01/2020,2020,no,6,2020,6,no,low
4922,Mastercard,Debit,yes,1,12139,09/2019,2019,no,7,2022,4,no,premium
3669,Visa,Debit,yes,1,10130,07/2001,2011,no,15,2021,5,no,premium
3717,Visa,Credit,yes,1,7300,07/2004,2010,no,16,2023,3,no,high
5580,Visa,Debit (Prepaid),no,1,57,11/2009,2016,no,10,2012,14,no,low
3494,Visa,Credit,yes,1,3800,06/2010,2011,no,15,2022,4,no,medium
3837,Mastercard,Debit (Prepaid),yes,2,121,07/2008,2008,no,18,2021,5,yes,low
1080,Mastercard,Debit,yes,1,13569,02/2006,2007,no,19,2020,6,no,premium
472,Mastercard,Debit,yes,1,15358,01/2020,2020,no,6,2020,6,no,premium
5356,Mastercard,Debit,no,1,9550,11/1999,2018,no,8,1999,27,no,high
3530,Visa,Credit,yes,1,17300,06/2011,2011,no,15,2024,2,no,premium
4199,Mastercard,Credit,yes,2,15000,08/2007,2007,no,19,2021,5,yes,premium
3863,Visa,Debit (Prepaid),yes,2,106,07/2008,2008,no,18,2023,3,yes,low
2258,Visa,Credit,yes,1,20100,03/2010,2017,no,9,2021,5,no,premium
4096,Visa,Debit (Prepaid),yes,2,50,08/2000,2008,no,18,2022,4,yes,low
2175,Mastercard,Debit,yes,1,10843,03/2008,2009,no,17,2015,11,no,premium
2734,Visa,Debit,yes,2,12057,04/2014,2014,no,12,2023,3,yes,premium
3202,Mastercard,Credit,yes,2,11100,05/2019,2019,no,7,2022,4,yes,premium
3718,Visa,Debit,yes,1,13969,07/2004,2008,no,18,2012,14,no,premium
3688,Mastercard,Credit,yes,1,7600,07/2003,2017,no,9,2023,3,no,high
765,Visa,Debit,yes,1,9578,01/2020,2020,no,6,2024,2,no,high
1792,Visa,Debit,yes,1,16711,02/2020,2020,no,6,2023,3,no,premium
6136,Mastercard,Debit,yes,2,15435,12/2018,2018,no,8,2020,6,yes,premium
391,Amex,Credit,yes,1,14300,01/2020,2020,no,6,2020,6,no,premium
2743,Mastercard,Debit,yes,1,9431,04/2015,2015,no,11,2020,6,no,high
3883,Mastercard,Credit,yes,1,6100,07/2009,2012,no,14,2022,4,no,high
5186,Discover,Credit,yes,1,17400,10/2010,2013,no,13,2014,12,no,premium
5454,Mastercard,Debit,yes,1,35500,11/2006,2011,no,15,2024,2,no,premium
3271,Mastercard,Debit,yes,2,27687,06/2004,2007,no,19,2023,3,yes,premium
1495,Mastercard,Debit,no,2,40073,02/2020,2020,no,6,2024,2,yes,premium
1496,Mastercard,Credit,yes,2,22000,02/2020,2020,no,6,2023,3,yes,premium
766,Visa,Debit,no,2,8509,01/2020,2020,no,6,2021,5,yes,high
3566,Mastercard,Debit,yes,1,11037,06/2013,2013,no,13,2018,8,no,premium
2141,Mastercard,Debit,yes,1,16986,03/2007,2010,no,16,2023,3,no,premium
5096,Visa,Credit,yes,1,8800,10/2007,2014,no,12,2011,15,no,high
4321,Mastercard,Debit,yes,2,8212,08/2010,2011,no,15,2024,2,yes,high
4649,Visa,Debit,yes,2,24270,09/2007,2008,no,18,2023,3,yes,premium
767,Visa,Debit,yes,2,12586,01/2020,2020,no,6,2024,2,yes,premium
365,Amex,Credit,no,2,11800,01/2018,2018,no,8,2019,7,yes,premium
2042,Mastercard,Debit,no,2,18050,03/2003,2010,no,16,2021,5,yes,premium
3924,Discover,Credit,yes,2,21800,07/2010,2011,no,15,2022,4,yes,premium
1497,Mastercard,Debit (Prepaid),yes,1,97,02/2020,2020,no,6,2024,2,no,low
2557,Amex,Credit,yes,2,19600,04/2008,2011,no,15,2009,17,yes,premium
2273,Discover,Credit,no,2,21900,03/2011,2011,no,15,2019,7,yes,premium
5544,Visa,Credit,yes,2,21400,11/2008,2011,no,15,2008,18,yes,premium
5147,Mastercard,Debit,no,2,34572,10/2009,2015,no,11,2024,2,yes,premium
1498,Mastercard,Credit,yes,2,11700,02/2020,2020,no,6,2020,6,yes,premium
154,Mastercard,Credit,yes,1,8500,01/2008,2009,no,17,2020,6,no,high
4709,Mastercard,Debit,yes,2,19928,09/2009,2011,no,15,2021,5,yes,premium
5601,Mastercard,Debit,yes,1,9902,11/2010,2012,no,14,2023,3,no,high
1008,Visa,Credit,yes,1,11000,02/2002,2015,no,11,2021,5,no,premium
4766,Mastercard,Credit,yes,1,6300,09/2010,2010,no,16,2023,3,no,high
4394,Visa,Debit,yes,1,22474,08/2012,2012,no,14,2022,4,no,premium
4098,Mastercard,Debit,yes,1,24926,08/2001,2011,no,15,2024,2,no,premium
1499,Mastercard,Debit (Prepaid),yes,2,77,02/2020,2020,no,6,2020,6,yes,low
768,Visa,Credit,yes,1,9100,01/2020,2020,no,6,2020,6,no,high
